Length,Diameter,Height,ShuckedWeight,VisceraWeight,ShellWeight,WholeWeight,NumRings,Sex
0.42,0.33,0.125,0.186,0.11,0.145,0.463,10,F
0.35,0.26,0.09,0.0725,0.056,0.06,0.198,10,M
0.395,0.305,0.105,0.0975,0.065,0.096,0.282,9,M
0.325,0.2,0.08,0.0395,0.0225,0.032,0.0995,8,I
0.275,0.2,0.065,0.0385,0.0235,0.027,0.092,5,I
0.235,0.17,0.065,0.023,0.014,0.022,0.0625,6,I
0.25,0.18,0.06,0.028,0.017,0.0225,0.073,5,I
0.25,0.185,0.065,0.027,0.0185,0.0225,0.071,5,I
0.2,0.145,0.05,0.0125,0.008,0.011,0.036,4,I
0.585,0.47,0.17,0.3975,0.2325,0.358,1.099,20,F
0.445,0.35,0.14,0.2025,0.158,0.19,0.5905,14,M
0.5,0.385,0.13,0.2625,0.095,0.27,0.768,13,F
0.44,0.325,0.08,0.144,0.1015,0.13,0.413,8,M
0.515,0.405,0.14,0.312,0.146,0.315,0.8505,17,M
0.52,0.405,0.14,0.276,0.137,0.215,0.6915,11,F
0.5,0.39,0.13,0.275,0.168,0.18,0.709,11,M
0.425,0.325,0.12,0.142,0.1065,0.105,0.3755,9,M
0.51,0.415,0.14,0.3025,0.2155,0.235,0.8185,16,M
0.37,0.275,0.08,0.093,0.0625,0.07,0.227,8,F
0.54,0.415,0.13,0.272,0.226,0.24,0.8245,13,M
0.615,0.475,0.17,0.474,0.2895,0.24,1.1825,11,M
0.565,0.44,0.175,0.393,0.2,0.375,1.122,20,M
0.645,0.515,0.175,0.6745,0.384,0.385,1.6115,14,M
0.615,0.47,0.175,0.5135,0.343,0.32,1.2985,14,F
0.605,0.49,0.145,0.517,0.3285,0.31,1.3,14,M
0.59,0.455,0.165,0.38,0.2455,0.28,1.161,12,F
0.645,0.485,0.155,0.5915,0.312,0.38,1.489,18,M
0.57,0.42,0.155,0.377,0.193,0.34,1.008,13,M
0.47,0.355,0.18,0.1525,0.1165,0.135,0.441,8,F
0.5,0.44,0.155,0.2025,0.2005,0.2115,0.742,14,F
0.52,0.425,0.145,0.207,0.1905,0.24,0.7,13,F
0.39,0.285,0.095,0.11,0.06,0.08,0.271,8,M
0.52,0.4,0.165,0.2745,0.201,0.21,0.8565,12,M
0.54,0.415,0.175,0.275,0.241,0.275,0.8975,14,F
0.46,0.36,0.135,0.1955,0.107,0.235,0.6105,14,M
0.355,0.26,0.09,0.077,0.038,0.065,0.1925,8,I
0.49,0.4,0.145,0.21,0.1295,0.2515,0.6635,13,F
0.63,0.51,0.185,0.5115,0.349,0.3065,1.235,11,F
0.5,0.385,0.145,0.246,0.195,0.204,0.7615,14,M
0.49,0.39,0.135,0.242,0.096,0.1835,0.592,15,M
0.44,0.325,0.115,0.163,0.087,0.113,0.39,7,M
0.515,0.395,0.165,0.1905,0.17,0.3205,0.7565,10,F
0.475,0.38,0.145,0.167,0.118,0.187,0.57,11,F
0.42,0.31,0.1,0.115,0.0735,0.085,0.2865,8,I
0.4,0.305,0.13,0.096,0.0675,0.105,0.2935,9,M
0.45,0.36,0.16,0.174,0.1245,0.225,0.567,12,M
0.52,0.4,0.13,0.215,0.2065,0.17,0.6245,15,F
0.505,0.4,0.155,0.2715,0.1775,0.285,0.8415,12,M
0.495,0.4,0.14,0.2015,0.18,0.25,0.7775,15,M
0.54,0.41,0.145,0.2815,0.213,0.355,0.989,19,M
0.48,0.39,0.125,0.219,0.155,0.2,0.6905,12,F
0.33,0.26,0.08,0.0625,0.05,0.07,0.2,9,F
0.285,0.21,0.07,0.044,0.0265,0.033,0.109,5,I
0.3,0.23,0.075,0.052,0.03,0.0345,0.127,6,I
0.31,0.24,0.105,0.118,0.065,0.083,0.2885,6,I
0.34,0.255,0.075,0.0745,0.04,0.0525,0.18,6,I
0.375,0.3,0.075,0.059,0.03,0.044,0.144,7,I
0.415,0.325,0.1,0.2285,0.1065,0.114,0.4665,7,I
0.415,0.315,0.105,0.1405,0.0705,0.095,0.33,6,I
0.415,0.315,0.09,0.175,0.0835,0.093,0.3625,6,I
0.42,0.32,0.1,0.1745,0.05,0.0945,0.34,8,I
0.425,0.31,0.105,0.159,0.0825,0.105,0.365,6,I
0.465,0.375,0.11,0.21,0.113,0.1505,0.5,8,M
0.465,0.35,0.135,0.259,0.1445,0.175,0.6265,8,F
0.47,0.37,0.11,0.25,0.115,0.163,0.5555,8,I
0.47,0.375,0.12,0.2765,0.1455,0.135,0.6015,8,F
0.475,0.365,0.12,0.2505,0.0975,0.1625,0.53,10,I
0.48,0.37,0.135,0.3445,0.1015,0.161,0.6315,7,M
0.5,0.4,0.13,0.37,0.16,0.211,0.7715,8,M
0.505,0.39,0.185,0.267,0.142,0.172,0.6125,7,I
0.525,0.425,0.19,0.4625,0.1725,0.199,0.872,9,M
0.54,0.42,0.12,0.392,0.1455,0.2235,0.8115,9,M
0.545,0.45,0.15,0.387,0.15,0.2625,0.8795,11,M
0.565,0.44,0.15,0.4475,0.2355,0.2485,0.983,9,F
0.58,0.46,0.18,0.48,0.277,0.325,1.145,11,M
0.59,0.455,0.16,0.5,0.2215,0.292,1.09,9,M
0.59,0.48,0.16,0.5685,0.2725,0.335,1.262,9,M
0.595,0.49,0.185,0.482,0.2015,0.361,1.185,10,M
0.6,0.475,0.135,0.5885,0.191,0.3175,1.4405,9,F
0.6,0.5,0.155,0.6235,0.2835,0.35,1.332,8,F
0.6,0.485,0.165,0.587,0.2175,0.288,1.1405,9,F
0.605,0.475,0.175,0.5395,0.275,0.309,1.201,10,M
0.625,0.49,0.155,0.6675,0.259,0.33,1.33,10,F
0.63,0.5,0.185,0.5785,0.3125,0.384,1.362,10,M
0.64,0.585,0.195,0.7225,0.331,0.471,1.647,12,M
0.64,0.5,0.18,0.593,0.314,0.431,1.4995,11,F
0.655,0.545,0.165,0.6555,0.299,0.513,1.6225,12,F
0.66,0.525,0.215,0.6725,0.3615,0.4065,1.786,11,I
0.66,0.535,0.2,0.733,0.318,0.54,1.791,15,M
0.675,0.555,0.205,0.713,0.358,0.4535,1.925,13,F
0.675,0.55,0.175,0.694,0.371,0.474,1.689,13,F
0.69,0.55,0.18,0.8715,0.2655,0.4395,1.659,9,F
0.695,0.53,0.2,0.75,0.4195,0.6095,2.0475,14,F
0.7,0.525,0.19,0.707,0.365,0.43,1.6015,10,F
0.73,0.57,0.165,1.0685,0.418,0.435,2.0165,10,F
0.205,0.15,0.065,0.02,0.011,0.013,0.04,4,I
0.225,0.17,0.07,0.024,0.013,0.016,0.0565,4,I
0.23,0.18,0.05,0.0215,0.0135,0.02,0.064,5,I
0.275,0.195,0.07,0.0345,0.022,0.0255,0.0875,4,I
0.28,0.21,0.055,0.0415,0.0265,0.031,0.106,5,I
0.28,0.22,0.08,0.066,0.024,0.03,0.1315,5,I
0.295,0.22,0.07,0.0515,0.0275,0.035,0.126,6,I
0.31,0.225,0.075,0.065,0.037,0.0365,0.155,6,I
0.315,0.235,0.07,0.058,0.0325,0.047,0.149,7,I
0.34,0.265,0.07,0.0625,0.0395,0.07,0.185,7,I
0.37,0.29,0.08,0.108,0.0565,0.07,0.2545,6,I
0.38,0.285,0.085,0.115,0.0405,0.07,0.237,6,I
0.39,0.295,0.1,0.1155,0.059,0.08,0.279,7,I
0.405,0.31,0.065,0.1575,0.066,0.088,0.3205,6,I
0.415,0.325,0.1,0.1445,0.0715,0.095,0.3335,7,I
0.44,0.335,0.11,0.175,0.0835,0.111,0.3885,7,I
0.44,0.345,0.115,0.269,0.111,0.1305,0.545,6,I
0.44,0.325,0.1,0.185,0.0865,0.11,0.4165,6,I
0.44,0.355,0.12,0.231,0.11,0.125,0.495,7,I
0.45,0.35,0.125,0.2235,0.089,0.118,0.4775,6,I
0.45,0.35,0.12,0.2005,0.1065,0.1325,0.468,8,I
0.455,0.35,0.12,0.1945,0.1045,0.1375,0.4555,7,F
0.46,0.35,0.115,0.2025,0.1115,0.1165,0.46,6,F
0.46,0.345,0.12,0.198,0.0885,0.107,0.4155,7,I
0.46,0.345,0.115,0.1895,0.102,0.111,0.4215,6,I
0.465,0.355,0.11,0.23,0.1005,0.12,0.474,7,I
0.465,0.34,0.105,0.231,0.1035,0.1225,0.486,9,M
0.475,0.385,0.11,0.311,0.1025,0.136,0.5735,7,I
0.475,0.355,0.105,0.201,0.1115,0.12,0.468,8,I
0.48,0.37,0.1,0.243,0.1015,0.135,0.5135,8,M
0.5,0.375,0.145,0.274,0.166,0.1485,0.6215,7,M
0.5,0.38,0.11,0.218,0.09,0.1325,0.494,7,I
0.505,0.385,0.12,0.239,0.142,0.185,0.6005,7,I
0.515,0.395,0.12,0.285,0.1365,0.172,0.646,9,M
0.525,0.415,0.135,0.394,0.189,0.202,0.7945,7,M
0.525,0.425,0.125,0.4035,0.1705,0.195,0.812,8,M
0.53,0.42,0.17,0.41,0.208,0.1505,0.828,6,F
0.53,0.41,0.14,0.3095,0.1415,0.1835,0.681,6,M
0.53,0.405,0.15,0.4055,0.2275,0.215,0.889,8,F
0.54,0.435,0.14,0.33,0.1595,0.213,0.7345,9,M
0.55,0.425,0.125,0.5475,0.159,0.215,0.964,8,F
0.555,0.425,0.14,0.44,0.224,0.24,0.963,7,F
0.57,0.445,0.15,0.504,0.185,0.2505,0.995,9,F
0.57,0.435,0.14,0.3905,0.196,0.2295,0.8585,8,F
0.575,0.45,0.155,0.429,0.206,0.259,0.948,7,M
0.58,0.445,0.145,0.41,0.1815,0.2425,0.888,8,F
0.585,0.45,0.16,0.405,0.2215,0.2335,0.9045,8,F
0.59,0.465,0.14,0.4695,0.263,0.263,1.046,7,M
0.595,0.47,0.155,0.542,0.269,0.31,1.1775,9,F
0.595,0.465,0.15,0.491,0.22,0.287,1.0765,9,F
0.595,0.465,0.15,0.412,0.2745,0.289,1.0255,11,F
0.6,0.46,0.145,0.3985,0.2245,0.248,0.9325,8,F
0.6,0.46,0.15,0.6025,0.274,0.29,1.235,8,F
0.6,0.46,0.15,0.5335,0.2735,0.29,1.247,9,M
0.61,0.48,0.15,0.564,0.274,0.264,1.1495,8,M
0.615,0.485,0.16,0.5005,0.2495,0.315,1.1575,10,F
0.615,0.5,0.165,0.6,0.3015,0.355,1.327,10,F
0.615,0.47,0.155,0.5085,0.32,0.292,1.2,8,M
0.62,0.51,0.175,0.5415,0.323,0.3225,1.2705,9,F
0.62,0.485,0.175,0.545,0.253,0.345,1.2155,10,F
0.62,0.475,0.16,0.6865,0.233,0.3275,1.3245,9,F
0.625,0.48,0.17,0.671,0.268,0.3385,1.3555,10,M
0.625,0.49,0.165,0.477,0.2365,0.3185,1.127,9,F
0.625,0.49,0.175,0.4485,0.2165,0.3595,1.1075,8,F
0.63,0.495,0.2,0.659,0.336,0.38,1.4255,11,F
0.63,0.495,0.145,0.5455,0.266,0.2885,1.147,9,F
0.63,0.48,0.165,0.604,0.271,0.35,1.286,8,M
0.635,0.495,0.18,0.617,0.317,0.37,1.596,11,F
0.635,0.495,0.195,0.556,0.2985,0.37,1.297,11,F
0.645,0.49,0.16,0.5355,0.3345,0.3165,1.251,9,M
0.645,0.5,0.175,0.6735,0.3755,0.3775,1.5105,12,M
0.65,0.5,0.185,0.741,0.2955,0.341,1.4415,9,F
0.67,0.52,0.19,0.8115,0.369,0.391,1.6385,9,M
0.69,0.545,0.205,0.7855,0.429,0.498,1.933,13,F
0.69,0.54,0.185,0.7725,0.3855,0.4325,1.71,8,M
0.695,0.55,0.155,0.767,0.442,0.4175,1.8495,10,F
0.695,0.525,0.175,0.696,0.389,0.505,1.742,12,M
0.7,0.575,0.205,0.7295,0.3935,0.5165,1.7975,13,F
0.705,0.56,0.205,0.9915,0.5005,0.624,2.381,10,F
0.765,0.585,0.18,1.128,0.512,0.5335,2.398,12,M
0.77,0.6,0.215,1.0515,0.482,0.584,2.1945,10,M
0.22,0.16,0.05,0.0215,0.01,0.015,0.049,4,I
0.275,0.205,0.07,0.495,0.019,0.0315,0.1055,5,I
0.29,0.21,0.06,0.0415,0.022,0.035,0.1045,5,I
0.33,0.24,0.075,0.0745,0.033,0.048,0.163,6,I
0.355,0.285,0.095,0.0955,0.0475,0.0715,0.2275,6,I
0.375,0.29,0.1,0.0925,0.038,0.075,0.219,6,I
0.415,0.315,0.1,0.1765,0.0795,0.095,0.3645,8,I
0.425,0.33,0.115,0.1315,0.077,0.103,0.3265,6,I
0.425,0.34,0.1,0.1625,0.082,0.094,0.3515,7,I
0.43,0.32,0.1,0.1635,0.08,0.09,0.3465,7,I
0.44,0.34,0.1,0.209,0.0735,0.103,0.407,7,I
0.44,0.335,0.115,0.173,0.0765,0.113,0.4215,7,I
0.46,0.345,0.11,0.1525,0.058,0.125,0.3755,7,I
0.46,0.37,0.12,0.2645,0.108,0.1345,0.5335,6,I
0.465,0.355,0.105,0.2085,0.0975,0.1185,0.442,7,I
0.475,0.365,0.1,0.2025,0.0875,0.123,0.1315,7,I
0.475,0.375,0.115,0.233,0.119,0.1455,0.5205,7,I
0.485,0.375,0.13,0.266,0.112,0.157,0.5535,8,I
0.49,0.375,0.125,0.279,0.115,0.13,0.5445,8,I
0.49,0.38,0.11,0.2935,0.1005,0.15,0.554,8,M
0.495,0.38,0.12,0.233,0.1205,0.136,0.512,7,I
0.5,0.39,0.125,0.294,0.132,0.1605,0.583,8,I
0.5,0.38,0.12,0.273,0.135,0.145,0.5765,9,M
0.505,0.4,0.135,0.377,0.149,0.178,0.723,7,M
0.51,0.395,0.155,0.2465,0.1085,0.167,0.5395,8,I
0.51,0.385,0.15,0.3095,0.119,0.1725,0.625,8,I
0.515,0.4,0.125,0.265,0.1175,0.168,0.5925,9,I
0.52,0.395,0.135,0.2985,0.1295,0.175,0.633,9,I
0.545,0.43,0.14,0.4355,0.17,0.201,0.832,9,F
0.545,0.42,0.145,0.3745,0.1545,0.205,0.778,7,M
0.545,0.42,0.12,0.403,0.185,0.17,0.7865,7,M
0.545,0.4,0.14,0.368,0.215,0.18,0.778,9,F
0.55,0.42,0.13,0.294,0.144,0.1755,0.636,8,I
0.55,0.44,0.135,0.434,0.1995,0.185,0.8435,8,F
0.555,0.425,0.13,0.2835,0.133,0.2105,0.648,8,I
0.565,0.43,0.13,0.3495,0.1885,0.213,0.784,9,M
0.57,0.45,0.18,0.4015,0.217,0.255,0.908,9,F
0.57,0.45,0.135,0.546,0.204,0.25,1.02,9,M
0.57,0.43,0.16,0.3875,0.159,0.2285,0.811,9,F
0.575,0.48,0.15,0.4235,0.1905,0.248,0.897,8,F
0.58,0.455,0.13,0.41,0.1725,0.225,0.852,8,M
0.585,0.45,0.15,0.467,0.203,0.225,0.938,7,F
0.585,0.435,0.14,0.3085,0.129,0.2245,0.6955,8,F
0.59,0.47,0.15,0.413,0.164,0.249,0.861,8,M
0.59,0.46,0.14,0.496,0.2165,0.26,1.004,9,M
0.59,0.46,0.16,0.445,0.2615,0.2565,1.0115,8,F
0.595,0.465,0.15,0.5415,0.166,0.265,1.1005,8,F
0.595,0.47,0.165,0.4915,0.2325,0.3345,1.108,9,M
0.595,0.46,0.14,0.4215,0.2255,0.227,0.852,9,M
0.6,0.49,0.21,1.005,0.419,0.491,1.9875,10,M
0.605,0.48,0.15,0.4505,0.2835,0.293,1.079,10,F
0.615,0.475,0.17,0.543,0.246,0.2345,1.055,9,F
0.615,0.45,0.15,0.707,0.2095,0.2505,1.198,7,M
0.615,0.47,0.155,0.5885,0.209,0.246,1.084,9,F
0.615,0.475,0.175,0.4635,0.3095,0.2725,1.103,10,M
0.62,0.49,0.155,0.505,0.2475,0.31,1.1,9,M
0.62,0.48,0.15,0.4965,0.243,0.305,1.1015,10,M
0.625,0.495,0.185,0.7105,0.3005,0.345,1.3835,11,M
0.625,0.49,0.155,0.484,0.277,0.3095,1.115,9,F
0.625,0.48,0.145,0.4645,0.2445,0.327,1.085,10,M
0.63,0.505,0.15,0.6325,0.2465,0.37,1.3165,11,M
0.63,0.51,0.175,0.6575,0.262,0.375,1.3415,10,M
0.63,0.465,0.15,0.537,0.188,0.176,1.027,8,M
0.645,0.515,0.16,0.506,0.311,0.335,1.1845,9,M
0.645,0.48,0.15,0.6055,0.2595,0.285,1.192,9,M
0.645,0.52,0.18,0.5775,0.352,0.317,1.285,9,F
0.65,0.515,0.125,0.5235,0.283,0.3275,1.1805,9,M
0.65,0.52,0.175,0.615,0.2775,0.336,1.2655,9,M
0.65,0.535,0.175,0.6095,0.2765,0.344,1.2895,10,F
0.65,0.51,0.155,0.7215,0.298,0.335,1.407,9,M
0.65,0.49,0.155,0.545,0.228,0.3055,1.122,9,F
0.66,0.515,0.165,0.694,0.298,0.3755,1.4465,10,M
0.665,0.505,0.165,0.5985,0.3175,0.36,1.349,9,F
0.67,0.5,0.2,0.576,0.2985,0.351,1.269,11,M
0.67,0.51,0.18,0.926,0.2975,0.3935,1.68,13,M
0.675,0.55,0.19,0.7105,0.3685,0.412,1.551,13,F
0.68,0.52,0.165,0.724,0.279,0.406,1.4775,11,M
0.68,0.53,0.18,0.7635,0.3115,0.4025,1.529,11,M
0.7,0.525,0.175,0.8745,0.3615,0.47,1.7585,10,M
0.7,0.55,0.2,0.693,0.306,0.4405,1.523,13,M
0.725,0.53,0.19,0.83,0.398,0.405,1.7315,11,F
0.725,0.55,0.2,0.8735,0.4265,0.5085,1.51,9,M
0.735,0.57,0.175,0.9095,0.387,0.488,1.88,11,M
0.74,0.575,0.22,0.8915,0.5265,0.471,2.012,12,F
0.75,0.555,0.215,1.0615,0.5235,0.5285,2.201,11,M
0.19,0.14,0.03,0.0125,0.005,0.0105,0.0315,3,I
0.21,0.15,0.045,0.0135,0.008,0.0105,0.04,4,I
0.25,0.175,0.06,0.0275,0.008,0.02,0.0635,4,I
0.29,0.215,0.065,0.0425,0.021,0.031,0.0985,5,I
0.335,0.25,0.08,0.0675,0.0325,0.0575,0.167,6,I
0.34,0.245,0.085,0.1005,0.038,0.053,0.2015,6,I
0.345,0.255,0.095,0.075,0.0385,0.06,0.183,6,I
0.355,0.255,0.08,0.078,0.0505,0.058,0.187,7,I
0.36,0.26,0.08,0.074,0.0315,0.06,0.1795,5,I
0.37,0.275,0.09,0.096,0.0395,0.058,0.2065,7,I
0.375,0.29,0.14,0.14,0.0625,0.0825,0.3,8,I
0.375,0.275,0.095,0.095,0.0545,0.066,0.2295,7,I
0.385,0.3,0.125,0.1705,0.0735,0.081,0.343,7,I
0.385,0.285,0.085,0.1215,0.0445,0.068,0.244,8,I
0.395,0.32,0.1,0.149,0.0535,0.09,0.3075,8,I
0.4,0.305,0.1,0.176,0.0625,0.0865,0.3415,7,I
0.405,0.305,0.1,0.0965,0.061,0.091,0.271,7,I
0.405,0.31,0.11,0.416,0.2075,0.0995,0.91,8,I
0.405,0.305,0.1,0.1145,0.053,0.085,0.268,7,I
0.405,0.3,0.09,0.138,0.0635,0.0765,0.2885,6,I
0.41,0.315,0.1,0.124,0.0575,0.1,0.3,8,I
0.41,0.325,0.11,0.1325,0.075,0.101,0.326,8,I
0.415,0.335,0.1,0.169,0.067,0.105,0.358,7,I
0.42,0.325,0.115,0.1295,0.0635,0.1,0.314,8,I
0.42,0.315,0.11,0.1855,0.083,0.1015,0.4025,8,I
0.43,0.34,0.11,0.159,0.0855,0.105,0.3645,7,I
0.445,0.36,0.11,0.182,0.0765,0.14,0.4235,9,I
0.45,0.325,0.115,0.2235,0.0785,0.1155,0.4305,8,M
0.45,0.335,0.095,0.1615,0.0625,0.1185,0.3505,7,I
0.455,0.34,0.115,0.261,0.0655,0.1315,0.486,8,I
0.46,0.35,0.1,0.252,0.077,0.123,0.471,8,I
0.46,0.345,0.105,0.187,0.087,0.11,0.415,8,I
0.475,0.355,0.115,0.279,0.088,0.1325,0.5195,7,I
0.48,0.375,0.12,0.2535,0.128,0.172,0.5895,11,M
0.485,0.38,0.125,0.2215,0.118,0.16,0.5215,8,I
0.485,0.365,0.14,0.1895,0.0925,0.2305,0.4475,8,I
0.49,0.365,0.125,0.252,0.126,0.1615,0.5585,10,I
0.505,0.385,0.125,0.245,0.097,0.21,0.596,9,I
0.505,0.38,0.135,0.2645,0.095,0.165,0.5385,9,I
0.51,0.385,0.145,0.3985,0.14,0.1805,0.7665,8,I
0.515,0.395,0.135,0.2015,0.132,0.162,0.516,9,F
0.515,0.41,0.14,0.3065,0.137,0.2,0.7355,7,M
0.515,0.39,0.11,0.2415,0.098,0.1615,0.531,8,I
0.525,0.385,0.13,0.2355,0.125,0.195,0.607,8,I
0.525,0.415,0.15,0.329,0.147,0.199,0.7055,10,F
0.525,0.4,0.13,0.345,0.1285,0.2,0.6445,8,I
0.525,0.375,0.12,0.3045,0.114,0.19,0.6315,9,I
0.535,0.43,0.155,0.3285,0.169,0.245,0.7845,10,M
0.545,0.44,0.15,0.366,0.239,0.275,0.9475,8,F
0.55,0.43,0.145,0.3025,0.152,0.225,0.712,10,I
0.55,0.425,0.145,0.4325,0.171,0.236,0.89,10,I
0.55,0.42,0.155,0.495,0.1805,0.205,0.912,9,I
0.55,0.425,0.135,0.257,0.17,0.203,0.656,10,I
0.55,0.465,0.15,0.481,0.174,0.2435,0.936,9,I
0.555,0.435,0.145,0.262,0.1575,0.24,0.6975,11,I
0.555,0.445,0.175,0.551,0.244,0.2785,1.1465,8,F
0.56,0.44,0.14,0.402,0.139,0.245,0.825,10,I
0.56,0.435,0.135,0.329,0.103,0.251,0.72,11,I
0.565,0.43,0.15,0.332,0.1685,0.29,0.8215,11,I
0.57,0.445,0.155,0.5265,0.2025,0.265,1.017,10,F
0.575,0.435,0.155,0.4115,0.2325,0.23,0.8975,9,F
0.58,0.44,0.175,0.5405,0.2705,0.3265,1.2255,10,M
0.58,0.465,0.145,0.47,0.2155,0.25,0.9865,11,F
0.58,0.425,0.15,0.3645,0.185,0.2705,0.844,9,F
0.585,0.46,0.145,0.339,0.167,0.295,0.8465,10,I
0.585,0.465,0.165,0.4025,0.1625,0.274,0.885,10,M
0.585,0.42,0.145,0.2895,0.1345,0.22,0.6735,9,I
0.585,0.455,0.13,0.411,0.2065,0.225,0.8755,8,F
0.59,0.47,0.145,0.4545,0.173,0.254,0.9235,9,M
0.59,0.475,0.14,0.4625,0.2025,0.275,0.977,10,M
0.595,0.475,0.14,0.4925,0.217,0.278,1.0305,10,M
0.6,0.48,0.09,0.457,0.2685,0.28,1.05,8,M
0.6,0.495,0.185,0.5055,0.2635,0.367,1.1145,11,M
0.6,0.45,0.145,0.4325,0.155,0.24,0.877,9,M
0.6,0.51,0.185,0.6095,0.2745,0.315,1.285,9,M
0.61,0.48,0.185,0.6895,0.2915,0.29,1.3065,10,M
0.61,0.45,0.13,0.389,0.1715,0.272,0.8725,11,F
0.615,0.46,0.15,0.4935,0.201,0.2745,1.0265,10,F
0.62,0.465,0.14,0.6005,0.2195,0.307,1.1605,9,F
0.62,0.48,0.165,0.5325,0.4365,0.324,1.0125,10,F
0.625,0.5,0.14,0.5445,0.2165,0.295,1.096,10,M
0.625,0.49,0.165,0.5175,0.3105,0.3465,1.205,10,M
0.63,0.505,0.175,0.555,0.252,0.34,1.221,12,M
0.63,0.475,0.155,0.452,0.252,0.265,1.0005,10,F
0.63,0.47,0.15,0.539,0.2325,0.3115,1.1355,12,M
0.63,0.525,0.195,0.4935,0.2565,0.465,1.3135,10,M
0.64,0.505,0.155,0.5565,0.211,0.346,1.1955,11,M
0.64,0.485,0.15,0.5195,0.222,0.3175,1.098,10,M
0.64,0.495,0.17,0.5395,0.282,0.285,1.139,10,M
0.64,0.495,0.17,0.49,0.377,0.2875,1.2265,11,F
0.64,0.515,0.08,0.515,0.1755,0.175,1.042,10,M
0.65,0.52,0.155,0.6185,0.288,0.365,1.368,9,M
0.65,0.51,0.175,0.6485,0.2705,0.45,1.446,12,M
0.66,0.505,0.19,0.6255,0.3375,0.3745,1.4045,9,F
0.66,0.525,0.2,0.6525,0.2995,0.422,1.463,11,F
0.675,0.525,0.17,0.8365,0.352,0.475,1.711,9,F
0.7,0.54,0.205,0.7885,0.373,0.4865,1.74,13,M
0.705,0.54,0.205,0.8265,0.417,0.461,1.757,9,F
0.71,0.565,0.2,0.706,0.321,0.45,1.601,11,M
0.72,0.55,0.205,1.1055,0.525,0.404,2.165,10,M
0.725,0.57,0.19,1.253,0.541,0.52,2.3305,9,M
0.24,0.17,0.05,0.0205,0.016,0.0155,0.0545,5,I
0.255,0.195,0.055,0.0285,0.017,0.021,0.0725,4,I
0.275,0.2,0.055,0.038,0.021,0.026,0.0925,4,I
0.32,0.235,0.09,0.098,0.0335,0.042,0.183,7,I
0.325,0.24,0.075,0.072,0.0645,0.043,0.1525,6,I
0.33,0.225,0.075,0.0945,0.0395,0.0425,0.187,7,I
0.36,0.27,0.09,0.12,0.0435,0.056,0.232,8,I
0.375,0.265,0.095,0.085,0.042,0.0585,0.196,5,I
0.375,0.285,0.09,0.119,0.0595,0.0675,0.2545,6,I
0.39,0.29,0.09,0.117,0.054,0.077,0.2625,7,I
0.45,0.335,0.105,0.1575,0.0795,0.1095,0.362,7,I
0.455,0.35,0.105,0.213,0.107,0.1115,0.4445,7,I
0.46,0.365,0.115,0.2365,0.118,0.123,0.511,7,I
0.495,0.375,0.12,0.3075,0.1215,0.1405,0.589,8,I
0.5,0.365,0.13,0.309,0.1085,0.1535,0.5945,9,M
0.5,0.375,0.12,0.2235,0.123,0.16,0.529,8,I
0.52,0.4,0.105,0.4515,0.1615,0.1985,0.872,9,M
0.52,0.395,0.145,0.424,0.142,0.1895,0.77,7,I
0.525,0.43,0.135,0.4325,0.18,0.1815,0.8435,9,F
0.535,0.405,0.14,0.402,0.1715,0.189,0.818,7,M
0.54,0.42,0.14,0.38,0.1805,0.21,0.8035,9,F
0.54,0.415,0.15,0.3875,0.1875,0.2035,0.8115,9,F
0.57,0.425,0.13,0.3695,0.1745,0.1965,0.782,8,F
0.57,0.42,0.14,0.416,0.165,0.25,0.8745,8,M
0.58,0.445,0.16,0.49,0.201,0.27,0.984,9,M
0.58,0.445,0.135,0.484,0.182,0.2325,0.95,8,F
0.59,0.47,0.155,0.6245,0.233,0.2595,1.1735,9,M
0.59,0.455,0.15,0.465,0.2055,0.2765,0.976,10,F
0.59,0.485,0.155,0.4535,0.2435,0.31,1.0785,9,M
0.595,0.435,0.16,0.4255,0.224,0.31,1.057,9,M
0.6,0.475,0.175,0.5105,0.256,0.285,1.11,9,M
0.6,0.45,0.16,0.539,0.225,0.307,1.142,10,M
0.605,0.475,0.19,0.59,0.247,0.26,1.1255,10,M
0.62,0.48,0.17,0.535,0.25,0.287,1.1045,10,F
0.625,0.475,0.175,0.656,0.283,0.337,1.3405,10,M
0.625,0.5,0.13,0.5785,0.2045,0.25,1.082,8,M
0.625,0.485,0.16,0.591,0.259,0.3485,1.254,9,F
0.63,0.49,0.165,0.575,0.273,0.294,1.2005,10,M
0.63,0.485,0.16,0.623,0.275,0.3,1.243,10,M
0.635,0.51,0.185,0.526,0.295,0.4105,1.286,12,F
0.645,0.49,0.16,0.4935,0.3155,0.299,1.1665,9,F
0.645,0.49,0.16,0.5015,0.289,0.319,1.144,8,F
0.65,0.525,0.19,0.8875,0.3095,0.405,1.385,11,F
0.655,0.515,0.155,0.524,0.346,0.385,1.309,11,F
0.655,0.515,0.17,0.8485,0.2635,0.331,1.527,11,F
0.665,0.515,0.19,0.831,0.3575,0.371,1.6385,11,M
0.695,0.54,0.195,0.768,0.363,0.4755,1.691,11,M
0.72,0.565,0.18,0.8465,0.407,0.3875,1.719,11,F
0.72,0.55,0.18,0.637,0.325,0.435,1.52,10,F
0.72,0.565,0.17,0.723,0.3255,0.4945,1.613,12,F
0.735,0.57,0.21,1.1705,0.463,0.5315,2.2355,10,M
